counts_code,scenario_type,total_tasks,n1,n2,n3,n4,p1,p2,p3,p4,r,lambda,lambda_label,eta_T_percent,eta_E_percent,base_score_without_cost,activation_cost_factor_phi,max_affordable_activation_cost_K,zero_cost_recommendation,threshold_interpretation
1121,dual_arm_dominant,5,1,1,2,1,0.2,0.2,0.4,0.2,0.625,6,6,29.14,4.46,2.38,1.0941,2.18,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1121,dual_arm_dominant,5,1,1,2,1,0.2,0.2,0.4,0.2,0.625,8,8,29.14,4.46,-6.54,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1121,dual_arm_dominant,5,1,1,2,1,0.2,0.2,0.4,0.2,0.625,10,10,29.14,4.46,-15.46,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1121,dual_arm_dominant,5,1,1,2,1,0.2,0.2,0.4,0.2,0.625,15,15,29.14,4.46,-37.76,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,0.5,0_5,23.91,3.7,22.06,1.1384,19.38,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,1,1,23.91,3.7,20.21,1.1384,17.75,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,23.91,3.7,16.51,1.1384,14.5,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,23.91,3.7,12.81,1.1384,11.25,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,23.91,3.7,9.11,1.1384,8.0,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,5,5,23.91,3.7,5.41,1.1384,4.75,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,6,6,23.91,3.7,1.71,1.1384,1.5,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,8,8,23.91,3.7,-5.69,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,10,10,23.91,3.7,-13.09,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,15,15,23.91,3.7,-31.59,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,0.5,0_5,35.27,4.88,32.83,1.0941,30.01,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,1,1,35.27,4.88,30.39,1.0941,27.78,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,2,2,35.27,4.88,25.51,1.0941,23.32,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,3,3,35.27,4.88,20.63,1.0941,18.86,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,4,4,35.27,4.88,15.75,1.0941,14.4,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,5,5,35.27,4.88,10.87,1.0941,9.93,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,6,6,35.27,4.88,5.99,1.0941,5.47,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,8,8,35.27,4.88,-3.77,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,10,10,35.27,4.88,-13.53,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1211,single_arm_dominant,5,1,2,1,1,0.2,0.4,0.2,0.2,0.625,15,15,35.27,4.88,-37.93,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,0.5,0_5,37.66,3.86,35.73,1.1384,31.39,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,1,1,37.66,3.86,33.8,1.1384,29.69,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,2,2,37.66,3.86,29.94,1.1384,26.3,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,3,3,37.66,3.86,26.08,1.1384,22.91,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,4,4,37.66,3.86,22.22,1.1384,19.52,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,5,5,37.66,3.86,18.36,1.1384,16.13,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,6,6,37.66,3.86,14.5,1.1384,12.74,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,8,8,37.66,3.86,6.78,1.1384,5.96,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,10,10,37.66,3.86,-0.94,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1212,mixed_balanced,6,1,2,1,2,0.1667,0.3333,0.1667,0.3333,0.75,15,15,37.66,3.86,-20.24,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,0.5,0_5,34.0,4.23,31.88,1.1259,28.32,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,1,1,34.0,4.23,29.77,1.1259,26.44,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,2,2,34.0,4.23,25.54,1.1259,22.68,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,3,3,34.0,4.23,21.31,1.1259,18.93,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,4,4,34.0,4.23,17.08,1.1259,15.17,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,5,5,34.0,4.23,12.85,1.1259,11.41,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,6,6,34.0,4.23,8.62,1.1259,7.66,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,8,8,34.0,4.23,0.16,1.1259,0.14,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,10,10,34.0,4.23,-8.3,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1221,mixed_balanced,6,1,2,2,1,0.1667,0.3333,0.3333,0.1667,0.75,15,15,34.0,4.23,-29.45,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,0.5,0_5,30.5,3.45,28.77,1.1705,24.58,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,1,1,30.5,3.45,27.05,1.1705,23.11,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,2,2,30.5,3.45,23.6,1.1705,20.16,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,3,3,30.5,3.45,20.15,1.1705,17.22,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,4,4,30.5,3.45,16.7,1.1705,14.27,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,5,5,30.5,3.45,13.25,1.1705,11.32,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,6,6,30.5,3.45,9.8,1.1705,8.37,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,8,8,30.5,3.45,2.9,1.1705,2.48,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,10,10,30.5,3.45,-4.0,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
1222,dual_arm_dominant,7,1,2,2,2,0.1429,0.2857,0.2857,0.2857,0.875,15,15,30.5,3.45,-21.25,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,0.5,0_5,33.11,5.93,30.14,1.0941,27.55,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,1,1,33.11,5.93,27.18,1.0941,24.84,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,2,2,33.11,5.93,21.25,1.0941,19.42,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,3,3,33.11,5.93,15.32,1.0941,14.0,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,4,4,33.11,5.93,9.39,1.0941,8.58,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,5,5,33.11,5.93,3.46,1.0941,3.16,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,6,6,33.11,5.93,-2.47,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,8,8,33.11,5.93,-14.33,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,10,10,33.11,5.93,-26.19,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2111,single_arm_dominant,5,2,1,1,1,0.4,0.2,0.2,0.2,0.625,15,15,33.11,5.93,-55.84,1.0941,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,0.5,0_5,32.37,4.63,30.05,1.1384,26.4,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,1,1,32.37,4.63,27.74,1.1384,24.37,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,2,2,32.37,4.63,23.11,1.1384,20.3,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,3,3,32.37,4.63,18.48,1.1384,16.23,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,4,4,32.37,4.63,13.85,1.1384,12.17,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,5,5,32.37,4.63,9.22,1.1384,8.1,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,6,6,32.37,4.63,4.59,1.1384,4.03,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,8,8,32.37,4.63,-4.67,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,10,10,32.37,4.63,-13.93,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2112,mixed_balanced,6,2,1,1,2,0.3333,0.1667,0.1667,0.3333,0.75,15,15,32.37,4.63,-37.08,1.1384,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,0.5,0_5,32.19,4.63,29.87,1.1259,26.53,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,1,1,32.19,4.63,27.56,1.1259,24.48,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,2,2,32.19,4.63,22.93,1.1259,20.37,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,3,3,32.19,4.63,18.3,1.1259,16.25,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,4,4,32.19,4.63,13.67,1.1259,12.14,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,5,5,32.19,4.63,9.04,1.1259,8.03,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,6,6,32.19,4.63,4.41,1.1259,3.92,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,8,8,32.19,4.63,-4.85,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,10,10,32.19,4.63,-14.11,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2121,mixed_balanced,6,2,1,2,1,0.3333,0.1667,0.3333,0.1667,0.75,15,15,32.19,4.63,-37.26,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,0.5,0_5,25.48,4.08,23.44,1.1705,20.03,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,1,1,25.48,4.08,21.4,1.1705,18.28,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,2,2,25.48,4.08,17.32,1.1705,14.8,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,3,3,25.48,4.08,13.24,1.1705,11.31,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,4,4,25.48,4.08,9.16,1.1705,7.83,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,5,5,25.48,4.08,5.08,1.1705,4.34,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,6,6,25.48,4.08,1.0,1.1705,0.85,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,8,8,25.48,4.08,-7.16,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,10,10,25.48,4.08,-15.32,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2122,dual_arm_dominant,7,2,1,2,2,0.2857,0.1429,0.2857,0.2857,0.875,15,15,25.48,4.08,-35.72,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,0.5,0_5,27.5,4.94,25.03,1.1259,22.23,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,1,1,27.5,4.94,22.56,1.1259,20.04,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,2,2,27.5,4.94,17.62,1.1259,15.65,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,3,3,27.5,4.94,12.68,1.1259,11.26,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,4,4,27.5,4.94,7.74,1.1259,6.87,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,5,5,27.5,4.94,2.8,1.1259,2.49,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,6,6,27.5,4.94,-2.14,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,8,8,27.5,4.94,-12.02,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,10,10,27.5,4.94,-21.9,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2211,single_arm_dominant,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667,0.75,15,15,27.5,4.94,-46.6,1.1259,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,0.5,0_5,31.99,4.36,29.81,1.1705,25.47,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,1,1,31.99,4.36,27.63,1.1705,23.61,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,2,2,31.99,4.36,23.27,1.1705,19.88,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,3,3,31.99,4.36,18.91,1.1705,16.16,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,4,4,31.99,4.36,14.55,1.1705,12.43,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,5,5,31.99,4.36,10.19,1.1705,8.71,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
